country_code,year,inflation_gdp_deflation
GTM,1970,5.00118148327712
GUM,1970,
GUY,1970,3.03612048731136
HIC,1970,
HKG,1970,8.85456472228935
HND,1970,4.44557528281055
HPC,1970,3.78500364659838
HRV,1970,
HTI,1970,-16.0183260014754
HUN,1970,
IBD,1970,4.3582631784284
IBT,1970,4.07401589178168
IDA,1970,3.70835302222319
IDB,1970,5.65136294376352
IDN,1970,14.2530718759154
IDX,1970,2.94000140086251
IMN,1970,
IND,1970,1.56224348305101
INX,1970,
IRL,1970,
IRN,1970,1.55878076296547
IRQ,1970,4.35296904643067
ISL,1970,
ISR,1970,
ITA,1970,10.9590710999776
JAM,1970,5.22592582093631
JOR,1970,
JPN,1970,20.5050671826349
KAZ,1970,
KEN,1970,15.3156610773873
KGZ,1970,
KHM,1970,
KIR,1970,
KNA,1970,
KOR,1970,14.845723817197
KWT,1970,
LAC,1970,4.20306821489991
LAO,1970,
LBN,1970,
LBR,1970,
LBY,1970,
LCA,1970,
LCN,1970,4.18747063657409
LDC,1970,2.95120621726375
LIC,1970,4.49087969968032
LIE,1970,
LKA,1970,12.5084703962912
LMC,1970,3.83550817963617
LMY,1970,4.15676509670998
LSO,1970,1.98182053931278
LTE,1970,
LTU,1970,
LUX,1970,6.26325644252404
LVA,1970,
MAC,1970,
MAF,1970,
MAR,1970,3.46769842542869
MCO,1970,
MDA,1970,
MDG,1970,6.90456285039905
MDV,1970,
MEA,1970,
MEX,1970,2.68268097456283
MHL,1970,
MIC,1970,3.96056114698928
MKD,1970,
MLI,1970,6.02974468168323
MLT,1970,
MMR,1970,0.598496360910715
MNA,1970,4.35296904643067
MNE,1970,
MNG,1970,
MNP,1970,
MOZ,1970,
MRT,1970,0.128158630469486
MUS,1970,
MWI,1970,8.77885090129912
MYS,1970,-0.509437297064892
NAC,1970,5.90240214760342
NAM,1970,
NCL,1970,11.3186488741954
NER,1970,7.13664380039545
NGA,1970,51.2784813315754
NIC,1970,2.43873520154081
NLD,1970,5.64489648885609
NOR,1970,13.6206241739125
NPL,1970,7.04833083715472
NRU,1970,
NZL,1970,
OED,1970,6.68047235500713
OMN,1970,-6.22950123645815
OSS,1970,
PAK,1970,3.70835302222319
PAN,1970,3.42243778698806
PER,1970,11.9810899436794
PHL,1970,15.3021832828781
PLW,1970,
PNG,1970,5.65136294376352
POL,1970,
PRE,1970,4.4219243730555
PRI,1970,4.12371165796964
PRK,1970,
PRT,1970,3.31276289283318
PRY,1970,1.26435113386808
PSE,1970,
PSS,1970,
PST,1970,6.35732316609577
PYF,1970,10.022750153892
QAT,1970,
ROU,1970,
RUS,1970,
RWA,1970,9.93641009905761
SAS,1970,3.70835302222319
SAU,1970,-24.4401235540192
SDN,1970,7.32063731086001
SEN,1970,2.0428603536138
SGP,1970,1.54696201847693
SLB,1970,
SLE,1970,-2.14247395624444
SLV,1970,4.83751153291408
SMR,1970,
SOM,1970,0.688919330752455
SRB,1970,
SSA,1970,4.175215890297
SSD,1970,
SSF,1970,3.85955208091369
SST,1970,
STP,1970,
SUR,1970,3.08986462342293
SVK,1970,
SVN,1970,
SWE,1970,5.23528768187371
SWZ,1970,
SXM,1970,
SYC,1970,2.90537958057394
SYR,1970,0.894965293338345
TCA,1970,
TCD,1970,3.85955208091369
TEA,1970,
TEC,1970,
TGO,1970,-1.62125040884882
THA,1970,-4.99519860794794
TJK,1970,
TKM,1970,
TLA,1970,4.18747063657409
TLS,1970,
TMN,1970,4.35296904643067
TON,1970,
TSA,1970,3.70835302222319
TSS,1970,3.85955208091369
TTO,1970,1.87371663098781
TUN,1970,6.59928788620157
TUR,1970,8.64450444669336
TUV,1970,
TZA,1970,
UGA,1970,
UKR,1970,
UMC,1970,
URY,1970,4.18747063657409
USA,1970,5.53528489086059
UZB,1970,
VCT,1970,0.0586218215119345
VEN,1970,4.3582631784284
VGB,1970,
VIR,1970,
VNM,1970,
VUT,1970,
WLD,1970,
WSM,1970,
XKX,1970,
YEM,1970,
ZAF,1970,4.69053537939482
ZMB,1970,-11.3944057438464
ZWE,1970,-12.0531442360975
ABW,1971,
AFG,1971,
AGO,1971,
ALB,1971,
AND,1971,7.84587099183875
ARB,1971,6.56187254978499
ARE,1971,
ARG,1971,31.2710638841503
ARM,1971,
ASM,1971,
ATG,1971,
AUS,1971,5.19129023237208
AUT,1971,6.20437457520968
AZE,1971,
BDI,1971,1.38021894639897
BEL,1971,5.35821781358092
BEN,1971,1.57328377262995
BFA,1971,3.37747532556914
BGD,1971,2.96325493219116
BGR,1971,
BHR,1971,
BHS,1971,4.5825515800242
BIH,1971,
BLR,1971,
BLZ,1971,5.06390365570972
BMU,1971,9.5462115639538
BOL,1971,2.53863226297418
BRA,1971,19.3845851134334
BRB,1971,
BRN,1971,
BTN,1971,
BWA,1971,4.66418002291388
CAF,1971,4.93826828935202
CAN,1971,
CEB,1971,
CHE,1971,
CHI,1971,
CHL,1971,17.6716716514348
CHN,1971,0.665937402342976
CIV,1971,-0.941093871223046
CMR,1971,3.44012468602091
COD,1971,8.20369678861258
COG,1971,8.31301862214025
COL,1971,10.8074005790019
COM,1971,
CPV,1971,
CRI,1971,2.44354972167015
CSS,1971,5.06390365570972
CUB,1971,11.8571828061156
CUW,1971,
CYM,1971,
CYP,1971,
CZE,1971,
DEU,1971,7.62133652424353
DJI,1971,
DMA,1971,
DNK,1971,7.44578703467536
DOM,1971,1.18423942482401
DZA,1971,17.1519638475744
EAP,1971,
EAR,1971,5.32484105974427
EAS,1971,
ECA,1971,
ECS,1971,
ECU,1971,-9.47897032339398
EGY,1971,1.3267297015804
EMU,1971,6.20437457520968
ERI,1971,
ESP,1971,7.84602424648202
EST,1971,
ETH,1971,
EUU,1971,7.11028823374871
FCS,1971,4.93826828935202
FIN,1971,7.3641024345628
FJI,1971,3.35926063688791
FRA,1971,5.90038912274471
FRO,1971,
FSM,1971,
GAB,1971,6.50416559795792
GBR,1971,7.98562450396294
GEO,1971,2.72489144070316
GHA,1971,5.18201257417248
GIB,1971,
GIN,1971,
GMB,1971,5.16335836017031
GNB,1971,1.80727366659303
GNQ,1971,
GRC,1971,2.97502398091534
GRD,1971,
GRL,1971,11.4477441205397
GTM,1971,-1.26918868733271
GUM,1971,
GUY,1971,2.14161892862323
HIC,1971,
HKG,1971,7.62329129760988
HND,1971,-2.77754008864453
HPC,1971,3.03165698893271
HRV,1971,
HTI,1971,2.87440962006281
HUN,1971,
IBD,1971,5.43383864314452
IBT,1971,4.22366215702186
IDA,1971,3.37747532556914
IDB,1971,3.44012468602091
IDN,1971,2.72473710580708
IDX,1971,3.10191656519252
IMN,1971,
IND,1971,5.32484105974427
INX,1971,
IRL,1971,10.5391943175718
IRN,1971,10.0290110108374
IRQ,1971,10.650035004112
ISL,1971,
ISR,1971,
ITA,1971,7.17883799190318
JAM,1971,6.92243514850112
JOR,1971,
JPN,1971,5.09135193818749
KAZ,1971,
KEN,1971,-9.21915791457236
KGZ,1971,
KHM,1971,
KIR,1971,7.11338264447552
KNA,1971,
KOR,1971,11.2075818733564
KWT,1971,
LAC,1971,4.22366215702186
LAO,1971,
LBN,1971,
LBR,1971,
LBY,1971,
LCA,1971,
LCN,1971,5.22413738423475
LDC,1971,3.27482573351073
LIC,1971,4.26321836102272
LIE,1971,8.24370524786377
LKA,1971,1.4984526962858
LMC,1971,3.29285283509907
LMY,1971,4.14442981101156
LSO,1971,5.98549622179006
LTE,1971,
LTU,1971,
LUX,1971,-0.8142075241513
LVA,1971,
MAC,1971,
MAF,1971,
MAR,1971,4.06519746500125
MCO,1971,5.98384122213184
MDA,1971,
MDG,1971,3.58816843269342
MDV,1971,
MEA,1971,
MEX,1971,6.35865050495188
MHL,1971,
MIC,1971,4.14442981101156
MKD,1971,
MLI,1971,6.69544008888816
MLT,1971,0.633192913579975
MMR,1971,-1.87189723389467
MNA,1971,8.1523145570706
MNE,1971,
MNG,1971,
MNP,1971,
MOZ,1971,
MRT,1971,6.27194607245949
MUS,1971,
MWI,1971,7.90249184349247
MYS,1971,-0.468653964725263
NAC,1971,7.30768953313802
NAM,1971,
NCL,1971,7.51288431119355
NER,1971,0.599832909912521
NGA,1971,1.34803424937029
NIC,1971,3.03165698893271
NLD,1971,8.79003066152578
NOR,1971,6.3843265635456
NPL,1971,3.17217614145233
NRU,1971,
NZL,1971,
OED,1971,7.11028823374871
OMN,1971,16.0920634230195
OSS,1971,
PAK,1971,5.87049050521757
PAN,1971,2.90333953616791
PER,1971,6.6403424278693
PHL,1971,14.518766729625
PLW,1971,
PNG,1971,3.41352952874581
POL,1971,
PRE,1971,3.44012468602091
PRI,1971,5.44554418620432
PRK,1971,
PRT,1971,5.0166915667772
PRY,1971,5.90078043609425
PSE,1971,
PSS,1971,
PST,1971,6.3843265635456
PYF,1971,4.03134729948285
QAT,1971,
ROU,1971,
RUS,1971,
RWA,1971,-0.113866139276283
SAS,1971,3.17217614145233
SAU,1971,10.5477429401102
SDN,1971,6.56187254978499
SEN,1971,3.0018083172566
SGP,1971,4.85354530242307
SLB,1971,
SLE,1971,-6.92936517596317
SLV,1971,0.806457522522351
SMR,1971,
SOM,1971,1.84375810723097
SRB,1971,
SSA,1971,4.80122415613295
SSD,1971,
SSF,1971,4.66418002291388
SST,1971,
STP,1971,
SUR,1971,5.38437111275978
SVK,1971,
SVN,1971,
SWE,1971,7.11028823374871
SWZ,1971,7.12484416978505
SXM,1971,
SYC,1971,1.57443034066502
SYR,1971,8.1523145570706
TCA,1971,
TCD,1971,8.99174877486901
TEA,1971,
TEC,1971,
TGO,1971,12.3932368544863
THA,1971,-0.78632329442101
TJK,1971,
TKM,1971,
TLA,1971,5.06390365570972
TLS,1971,
TMN,1971,8.1523145570706
TON,1971,
TSA,1971,3.17217614145233
TSS,1971,4.66418002291388
TTO,1971,6.63536247579511
TUN,1971,5.48330617352926
TUR,1971,16.9020871544943
TUV,1971,
TZA,1971,
UGA,1971,
UKR,1971,
UMC,1971,
URY,1971,31.6899694042383
USA,1971,5.06916750232223
UZB,1971,
VCT,1971,4.22366215702186
VEN,1971,8.23265759174249
VGB,1971,
VIR,1971,
VNM,1971,
VUT,1971,
WLD,1971,5.35821781358092
WSM,1971,
XKX,1971,
YEM,1971,
ZAF,1971,5.94440692526648
ZMB,1971,-7.49652375313784
ZWE,1971,6.16325390450845
ABW,1972,
AFG,1972,
AGO,1972,
ALB,1972,
AND,1972,8.51807771346922
ARB,1972,2.88672356635449
ARE,1972,
ARG,1972,64.244785915035
ARM,1972,
ASM,1972,
ATG,1972,
AUS,1972,6.19332979081871
AUT,1972,7.59993159536006
AZE,1972,
BDI,1972,4.29080997127038
BEL,1972,6.31781921413838
BEN,1972,5.31722607727731
BFA,1972,7.29664525500058
BGD,1972,4.40201965201383
BGR,1972,
BHR,1972,
BHS,1972,6.78665889377339
BIH,1972,
BLR,1972,
BLZ,1972,-1.23523514874452
BMU,1972,9.52577076094168
BOL,1972,18.9777488047166
BRA,1972,19.867091675534
BRB,1972,
BRN,1972,
BTN,1972,
BWA,1972,10.7754221870035
CAF,1972,4.64423708915463
CAN,1972,
CEB,1972,
CHE,1972,
CHI,1972,
CHL,1972,87.5948636847114
CHN,1972,0.0741856162123042
CIV,1972,2.51161642845075
CMR,1972,7.97638345748406
COD,1972,10.1813984597602
COG,1972,7.42777407746635
COL,1972,12.9723107821429
COM,1972,
CPV,1972,
CRI,1972,6.41308916654143
CSS,1972,6.36318854962322
CUB,1972,6.95865374747314
CUW,1972,
CYM,1972,
CYP,1972,
CZE,1972,
DEU,1972,4.53185709981516
DJI,1972,
DMA,1972,
DNK,1972,9.60114968259647
DOM,1972,8.02738223520296
DZA,1972,-4.60646101677466
EAP,1972,
EAR,1972,6.57683199239662
EAS,1972,
ECA,1972,
ECS,1972,
ECU,1972,10.1496458021336
EGY,1972,3.39909361926733
EMU,1972,6.80497331017685
ERI,1972,
ESP,1972,8.51792320964884
EST,1972,
ETH,1972,
EUU,1972,6.97316508982051
FCS,1972,5.55368367597131
FIN,1972,8.24407157835874
FJI,1972,14.7253719319039
FRA,1972,6.80497331017685
FRO,1972,
FSM,1972,
GAB,1972,-7.27696861270599
GBR,1972,7.18825178365192
GEO,1972,-1.13792562725045
GHA,1972,15.4725593609425
GIB,1972,
GIN,1972,
GMB,1972,3.15677866701627
GNB,1972,4.97439546817419
GNQ,1972,
GRC,1972,5.0466758135897
GRD,1972,
GRL,1972,5.69999347024552
GTM,1972,-1.36345940966004
GUM,1972,
GUY,1972,9.88567341211393
HIC,1972,
HKG,1972,9.15101949721368
HND,1972,3.86452383578926
HPC,1972,4.97439546817419
HRV,1972,
HTI,1972,1.54364161360957
HUN,1972,
IBD,1972,6.85316088357466
IBT,1972,6.33693551322982
IDA,1972,5.22769803856049
IDB,1972,7.13256642896076
IDN,1972,16.1198390334705
IDX,1972,4.52312837058423
IMN,1972,
IND,1972,10.8396026933477
INX,1972,
IRL,1972,13.385115605527
IRN,1972,9.09944569503163
IRQ,1972,-3.38209858946816
ISL,1972,
ISR,1972,
ITA,1972,5.63297445463147
JAM,1972,-4.90581290550041
JOR,1972,
JPN,1972,5.60442161985397
KAZ,1972,
KEN,1972,1.20524585346172
KGZ,1972,
KHM,1972,
KIR,1972,5.22769803856049
KNA,1972,
KOR,1972,15.7804011989787
KWT,1972,
KGZ,1973,
LAC,1972,6.53921567860367
LAO,1972,
LBN,1972,
LBR,1972,
LBY,1972,
LCA,1972,
LCN,1972,6.66293728618853
LDC,1972,4.80931627866441
LIC,1972,4.4675235302125
LIE,1972,8.24372585555028
LKA,1972,8.96686002388833
LMC,1972,5.94702903483697
LMY,1972,6.14360736240177
LSO,1972,13.9421219282536
LTE,1972,
LTU,1972,
LUX,1972,5.78879970953214
LVA,1972,
MAC,1972,
MAF,1972,
MAR,1972,3.58421994159113
MCO,1972,6.86703871342201
MDA,1972,
MDG,1972,3.02433495107741
MDV,1972,
MEA,1972,
MEX,1972,6.53921567860367
MHL,1972,
MIC,1972,6.55802383550014
MKD,1972,
MLI,1972,6.47231420698608
MLT,1972,-1.22328469989276
MMR,1972,-0.766929565931989
MNA,1972,2.88672356635449
MNE,1972,
MNG,1972,
MNP,1972,
MOZ,1972,
MRT,1972,7.12221844817067
MUS,1972,
MWI,1972,0.924482023183785
MYS,1972,0.343843148390761
NAC,1972,6.924261096289
NAM,1972,
NCL,1972,7.76408639643265
NER,1972,3.36117736823689
NGA,1972,2.89286810574893
NIC,1972,4.25073460780206
NLD,1972,8.16162003333085
NOR,1972,5.51746864205695
NPL,1972,12.5026833431161
NRU,1972,
NZL,1972,
OED,1972,6.97316508982051
OMN,1972,2.48097455097557
OSS,1972,
PAK,1972,6.77457514090709
PAN,1972,4.99802093781069
PER,1972,7.1294897747527
PHL,1972,6.57683199239662
PLW,1972,
PNG,1972,7.13256642896076
POL,1972,
PRE,1972,4.64423708915463
PRI,1972,4.57746494985611
PRK,1972,
PRT,1972,7.80460632032299
PRY,1972,8.52314979368313
PSE,1972,
PSS,1972,
PST,1972,6.80497331017685
PYF,1972,5.01446327001895
QAT,1972,
ROU,1972,
RUS,1972,
RWA,1972,1.84633286505927
SAS,1972,8.96686002388833
SAU,1972,1.07603342261555
SDN,1972,14.3054500620984
SEN,1972,4.10363946619412
SGP,1972,5.72602281502184
SLB,1972,
SLE,1972,5.95027921157372
SLV,1972,0.400316542998354
SMR,1972,
SOM,1972,11.9902115114605
SRB,1972,
SSA,1972,5.43545487662431
SSD,1972,
SSF,1972,5.55368367597131
SST,1972,
STP,1972,
SUR,1972,4.26345448136129
SVK,1972,
SVN,1972,
SWE,1972,6.97316508982051
SWZ,1972,9.62726502294502
SXM,1972,
SYC,1972,27.7112179206904
SYR,1972,-8.35412629212598
TCA,1972,
TCD,1972,5.55368367597131
TEA,1972,
TEC,1972,
TGO,1972,-0.372352688356287
THA,1972,6.33693551322982
TJK,1972,
TKM,1972,
TLA,1972,6.53921567860367
TLS,1972,
TMN,1972,2.88672356635449
TON,1972,
TSA,1972,8.96686002388833
TSS,1972,5.55368367597131
TTO,1972,11.1099220509449
TUN,1972,2.88672356635449
TUR,1972,10.9756760490106
TUV,1972,
TZA,1972,
UGA,1972,
UKR,1972,
UMC,1972,
URY,1972,69.1670664788519
USA,1972,4.32275143163632
UZB,1972,
VCT,1972,6.36318854962322
VEN,1972,6.26877681900044
VGB,1972,
VIR,1972,
VNM,1972,
VUT,1972,
WLD,1972,6.36318854962322
WSM,1972,
XKX,1972,
YEM,1972,
ZAF,1972,10.7214983484777
ZMB,1972,3.71051097004526
ZWE,1972,13.4535695060269
ABW,1973,
AFG,1973,
AGO,1973,
ALB,1973,
AND,1973,11.8494338560781
ARB,1973,11.3940363035464
ARE,1973,
ARG,1973,65.535287370144
ARM,1973,
ASM,1973,
ATG,1973,
AUS,1973,8.98451906572721
AUT,1973,8.04554191115825
AZE,1973,
BDI,1973,5.51044247050103
BEL,1973,6.80698643069657
BEN,1973,4.82273994136393
BFA,1973,2.67785896654267
BGD,1973,61.4057832766472
BGR,1973,
BHR,1973,
BHS,1973,5.55102348016203
BIH,1973,
BLR,1973,
BLZ,1973,14.6762708750828
BMU,1973,12.8122096515393
BOL,1973,42.9445090900202
BRA,1973,29.5803566969394
BRB,1973,
BRN,1973,
BTN,1973,
BWA,1973,9.90661234182453
CAF,1973,2.19949026241304
CAN,1973,
CEB,1973,
CHE,1973,
CHI,1973,
CHL,1973,414.810311002201
CHN,1973,0.208465019328941
CIV,1973,13.2279689683128
CMR,1973,6.52953303975295
COD,1973,17.8870494878738
COG,1973,7.83857867735158
COL,1973,20.1610993858631
COM,1973,
CPV,1973,
CRI,1973,14.8404211422096
CSS,1973,14.6762708750828
CUB,1973,3.25154395706646
CUW,1973,
CYM,1973,
CYP,1973,
CZE,1973,
DEU,1973,6.29951371846744
DJI,1973,
DMA,1973,
DNK,1973,10.6203007974787
DOM,1973,4.50639675396074
DZA,1973,9.62761164531783
EAP,1973,
EAR,1973,15.3014735392056
EAS,1973,
ECA,1973,
ECS,1973,
ECU,1973,7.19748416465127
EGY,1973,7.3526150426855
EMU,1973,9.46627675078291
ERI,1973,
ESP,1973,11.849594549494
EST,1973,
ETH,1973,
EUU,1973,9.46627675078291
FCS,1973,10.4339032105242
FIN,1973,13.7720394901564
FJI,1973,15.9974511872759
FRA,1973,7.85958065448347
FRO,1973,
FSM,1973,
GAB,1973,34.7576540074799
GBR,1973,8.41487857295569
GEO,1973,0.0700728466101168
GHA,1973,20.8824921164568
GIB,1973,
GIN,1973,
GMB,1973,-1.04550819494324
GNB,1973,10.4339032105242
GNQ,1973,
GRC,1973,20.9103627754285
GRD,1973,
GRL,1973,7.66319264141697
GTM,1973,14.5007748307022
GUM,1973,
GUY,1973,6.26943467043036
HIC,1973,
HKG,1973,14.2620168908046
HND,1973,5.34580501259809
HPC,1973,9.31303402371051
HRV,1973,
HTI,1973,19.7875854535674
HUN,1973,
IBD,1973,14.7583460086462
IBT,1973,13.2279689683128
IDA,1973,10.4339032105242
IDB,1973,15.3014735392056
IDN,1973,36.8784795093462
IDX,1973,9.87346861711733
IMN,1973,
IND,1973,17.8297156461391
INX,1973,
IRL,1973,15.272582735091
IRN,1973,33.6208998921699
IRQ,1973,8.75411481383676
ISL,1973,
ISR,1973,
ITA,1973,12.7386317722905
JAM,1973,26.4485413535411
JOR,1973,
JPN,1973,12.7053961597732
KAZ,1973,
KEN,1973,10.2038414811637
KHM,1973,
KIR,1973,16.2552846127574
KNA,1973,
KOR,1973,12.7211641620903
KWT,1973,
LAC,1973,14.6762708750828
LAO,1973,
LBN,1973,
LBR,1973,
LBY,1973,
LCA,1973,
LCN,1973,14.5885228528925
LDC,1973,8.49871586820305
LIC,1973,9.87346861711733
LIE,1973,8.24371117589769
LKA,1973,12.7485944925573
LMC,1973,12.9882817304351
LMY,1973,12.9882817304351
LSO,1973,6.96501755324923
LTE,1973,
LTU,1973,
LUX,1973,12.2022733700069
LVA,1973,
MAC,1973,
MAF,1973,
MAR,1973,6.03939299529168
MCO,1973,7.76504016275645
MDA,1973,
MDG,1973,11.9008758075883
MDV,1973,
MEA,1973,
MEX,1973,13.3873680467602
MHL,1973,
MIC,1973,14.5885228528925
MKD,1973,
MLI,1973,3.95723277048177
MLT,1973,8.68677808824157
MMR,1973,5.36836718902312
MNA,1973,8.75411481383676
MNE,1973,
MNG,1973,
MNP,1973,
MOZ,1973,
MRT,1973,16.5127165655119
MUS,1973,
MWI,1973,9.31303402371051
MYS,1973,17.874119718934
NAC,1973,9.14604518481008
NAM,1973,
NCL,1973,6.56497740877913
NER,1973,35.8375042561604
NGA,1973,5.34683656411752
NIC,1973,16.6642083456955
NLD,1973,8.48100093112261
NOR,1973,8.68458070645674
NPL,1973,-3.39730559499333
NRU,1973,
NZL,1973,
OED,1973,11.849594549494
OMN,1973,40.3094896451577
OSS,1973,
PAK,1973,15.3014735392056
PAN,1973,8.54222579057189
PER,1973,12.5755321386108
PHL,1973,17.1078394235249
PLW,1973,
PNG,1973,19.7375060864035
POL,1973,
PRE,1973,8.75411481383676
PRI,1973,4.04040438842144
PRK,1973,
PRT,1973,9.46627675078291
PRY,1973,20.6410911507838
PSE,1973,
PSS,1973,
PST,1973,8.98451906572721
PYF,1973,8.37997103162155
QAT,1973,
ROU,1973,
RUS,1973,
RWA,1973,3.91625376991792
SAS,1973,15.3014735392056
SAU,1973,11.3940363035464
SDN,1973,23.1515826500989
SEN,1973,7.68439771269558
SGP,1973,13.2098511250541
SLB,1973,
SLE,1973,23.2251583401344
SLV,1973,8.84136569851248
SMR,1973,
SOM,1973,11.613334407858
SRB,1973,
SSA,1973,10.0552269114941
SSD,1973,
SSF,1973,10.2038414811637
SST,1973,
STP,1973,
SUR,1973,10.8100970538583
SVK,1973,
SVN,1973,
SWE,1973,7.03377052143691
SWZ,1973,25.2306765558379
SXM,1973,
SYC,1973,12.5480739982371
SYR,1973,19.3559530148506
TCA,1973,
TCD,1973,6.71359429875471
TEA,1973,
TEC,1973,
TGO,1973,3.13437416817925
THA,1973,18.4456429506447
TJK,1973,
TKM,1973,
TLA,1973,14.8404211422096
TLS,1973,
TMN,1973,8.75411481383676
TON,1973,
TSA,1973,15.3014735392056
TSS,1973,10.2038414811637
TTO,1973,21.1827068800424
TUN,1973,8.56080334109936
TUR,1973,21.9302187016976
TUV,1973,
TZA,1973,
UGA,1973,
UKR,1973,
UMC,1973,
URY,1973,191.574116422974
USA,1973,5.47988071808084
UZB,1973,
VCT,1973,25.4343178546299
VEN,1973,11.2003944899521
VGB,1973,
VIR,1973,
VNM,1973,
VUT,1973,
WLD,1973,11.8494338560781
WSM,1973,
XKX,1973,
YEM,1973,
ZAF,1973,17.1272320140504
ZMB,1973,19.8898473839698
ZWE,1973,20.450655938979
ABW,1974,
AFG,1974,
AGO,1974,
ALB,1974,
AND,1974,15.9452012982009
ARB,1974,24.3947260867885
ARE,1974,
ARG,1974,30.630441370392
ARM,1974,
ASM,1974,
ATG,1974,
AUS,1974,16.3795953350643
AUT,1974,9.50213951366192
AZE,1974,
BDI,1974,12.4551776403177
BEL,1974,12.1683402618302
BEN,1974,14.9207099075904
BFA,1974,11.0147093853435
BGD,1974,44.5427168978641
BGR,1974,
BHR,1974,
BHS,1974,13.2327069707827
BIH,1974,
BLR,1974,
BLZ,1974,21.7106229615323
BMU,1974,14.9839477291005
BOL,1974,61.5459604674601
BRA,1974,34.6058549964615
BRB,1974,
BRN,1974,
BTN,1974,
BWA,1974,12.7969241426478
CAF,1974,5.38099970484274
CAN,1974,
CEB,1974,
CHE,1974,
CHI,1974,
CHL,1974,678.608462183602
CHN,1974,0.277735670864203
CIV,1974,26.6941713348517
CMR,1974,10.6560928613066
COD,1974,18.238322992894
COG,1974,8.11374127939854
COL,1974,25.3771500046661
COM,1974,
CPV,1974,
CRI,1974,23.213026722833
CSS,1974,25.4476253225517
CUB,1974,11.8588811241342
CUW,1974,
CYM,1974,
CYP,1974,
CZE,1974,
DEU,1974,7.27529030261664
DJI,1974,
DMA,1974,
DNK,1974,13.2664429605712
DOM,1974,17.7091773935642
DZA,1974,48.896590423461
EAP,1974,
EAR,1974,21.7106229615323
EAS,1974,
ECA,1974,
ECS,1974,
ECU,1974,52.4795588797229
EGY,1974,9.4249799171245
EMU,1974,12.8956534527392
ERI,1974,
ESP,1974,15.9451122825227
EST,1974,
ETH,1974,
EUU,1974,12.8956534527392
FCS,1974,12.853755268262
FIN,1974,22.0713973185512
FJI,1974,29.6457126753187
FRA,1974,11.8324241631202
FRO,1974,
FSM,1974,
GAB,1974,65.4104680346323
GBR,1974,15.0592125800563
GEO,1974,1.80219475756141
GHA,1974,24.5687337447089
GIB,1974,
GIN,1974,
GMB,1974,20.9372251362204
GNB,1974,8.92442636961943
GNQ,1974,
GRC,1974,22.7804326759953
GRD,1974,
GRL,1974,15.5536095446253
GTM,1974,15.6792720426292
GUM,1974,
GUY,1974,37.4721543662906
HIC,1974,
HKG,1974,11.6120781118106
HND,1974,14.7789434340134
HPC,1974,14.7789434340134
HRV,1974,
HTI,1974,14.5043139953154
HUN,1974,
IBD,1974,23.7428803221554
IBT,1974,20.3346923691587
IDA,1974,15.4390860562498
IDB,1974,16.049272207671
IDN,1974,47.8605765830296
IDX,1974,15.1798979819201
IMN,1974,
IND,1974,16.6675157342338
INX,1974,
IRL,1974,6.08761565671581
IRN,1974,58.3299552849666
IRQ,1974,88.3325533946462
ISL,1974,
ISR,1974,
ITA,1974,20.2463802148206
JAM,1974,31.0861588853674
JOR,1974,
JPN,1974,20.8100504241021
KAZ,1974,
KEN,1974,16.049272207671
KGZ,1974,
KHM,1974,
KIR,1974,12.9896617922304
KNA,1974,
KOR,1974,30.5953697699091
